region;subregion;country_territory;count;year;count_per_1000;match_definition
Asia;Central Asia;Tajikistan;;2004;;
Asia;Central Asia;Tajikistan;72;2005;1,1;
Asia;Central Asia;Tajikistan;75;2006;1,1;
Asia;Central Asia;Tajikistan;;2007;;
Asia;Central Asia;Tajikistan;;2008;;
Asia;South-Eastern Asia;Thailand;;2003;;
Asia;South-Eastern Asia;Thailand;;2004;;
Asia;South-Eastern Asia;Thailand;5071;2005;7,7;
Asia;South-Eastern Asia;Thailand;5308;2006;8;
Asia;South-Eastern Asia;Thailand;;2007;;
Asia;South-Eastern Asia;Thailand;;2008;;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;;2003;;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;;2004;;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;93;2005;4,6;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;103;2006;5,1;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;;2007;;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;;2008;;
Asia;Western Asia;Turkey;1604;2003;2,3;1
Asia;Western Asia;Turkey;1638;2004;2,3;1
Asia;Western Asia;Turkey;1694;2005;2,4;1
Asia;Western Asia;Turkey;1783;2006;2,5;1
Asia;Western Asia;Turkey;1148;2007;1,6;1
Asia;Western Asia;Turkey;1071;2008;1,4;1
Asia;Central Asia;Turkmenistan;37;2003;0,8;
Asia;Central Asia;Turkmenistan;36;2004;0,8;
Asia;Central Asia;Turkmenistan;27;2005;0,6;
Asia;Central Asia;Turkmenistan;27;2006;0,5;
Asia;Central Asia;Turkmenistan;;2007;;
Asia;Central Asia;Turkmenistan;;2008;;
Africa;Eastern Africa;Uganda;537;2003;2;
Africa;Eastern Africa;Uganda;549;2004;2;
Africa;Eastern Africa;Uganda;;2005;;
Africa;Eastern Africa;Uganda;;2006;;
Africa;Eastern Africa;Uganda;599;2007;2;
Africa;Eastern Africa;Uganda;1536;2008;4,9;
Europe;Eastern Europe;Ukraine;1048;2003;2,2;1
Europe;Eastern Europe;Ukraine;964;2004;2;1
Europe;Eastern Europe;Ukraine;924;2005;2;1
Europe;Eastern Europe;Ukraine;993;2006;2,1;1
Europe;Eastern Europe;Ukraine;878;2007;1,9;1
Europe;Eastern Europe;Ukraine;880;2008;1,9;1
Asia;Western Asia;United Arab Emirates;44;2003;1,2;
Asia;Western Asia;United Arab Emirates;52;2004;1,3;
Asia;Western Asia;United Arab Emirates;62;2005;1,5;
Asia;Western Asia;United Arab Emirates;72;2006;1,7;
Asia;Western Asia;United Arab Emirates;;2007;;
Asia;Western Asia;United Arab Emirates;;2008;;
Europe;Northern Europe;United Kingdom (England and Wales);13272;2003;25,1;1
Europe;Northern Europe;United Kingdom (England and Wales);14013;2004;26,5;1
Europe;Northern Europe;United Kingdom (England and Wales);14443;2005;27,2;1
Europe;Northern Europe;United Kingdom (England and Wales);13774;2006;25,6;1
Europe;Northern Europe;United Kingdom (England and Wales);12637;2007;23,4;1
Europe;Northern Europe;United Kingdom (England and Wales);13093;2008;24,1;1
Europe;Northern Europe;United Kingdom (Northern Ireland);364;2003;21,4;1
Europe;Northern Europe;United Kingdom (Northern Ireland);392;2004;22,9;1
Europe;Northern Europe;United Kingdom (Northern Ireland);383;2005;22,2;1
Europe;Northern Europe;United Kingdom (Northern Ireland);475;2006;27,3;1
Europe;Northern Europe;United Kingdom (Northern Ireland);422;2007;24;1
Europe;Northern Europe;United Kingdom (Northern Ireland);396;2008;22,3;1
Europe;Northern Europe;United Kingdom (Scotland);794;2003;15,7;
Europe;Northern Europe;United Kingdom (Scotland);892;2004;17,6;
Europe;Northern Europe;United Kingdom (Scotland);975;2005;19,1;
Europe;Northern Europe;United Kingdom (Scotland);922;2006;18;
Europe;Northern Europe;United Kingdom (Scotland);;2007;;
Europe;Northern Europe;United Kingdom (Scotland);;2008;;
Americas;North America;United States of America;93883;2003;31,6;0
Americas;North America;United States of America;95089;2004;31,7;0
Americas;North America;United States of America;94347;2005;31,2;0
Americas;North America;United States of America;92757;2006;30,3;0
Americas;North America;United States of America;90427;2007;29,3;0
Americas;North America;United States of America;89000;2008;28,6;0
Africa;Eastern Africa;Zimbabwe;3858;2003;30,8;
Africa;Eastern Africa;Zimbabwe;4997;2004;40;
Africa;Eastern Africa;Zimbabwe;4790;2005;38,4;
Africa;Eastern Africa;Zimbabwe;4967;2006;39,9;
Africa;Eastern Africa;Zimbabwe;4762;2007;38,3;
Africa;Eastern Africa;Zimbabwe;3186;2008;25,6;
