"region";"subregion";"country_territory";"count";"year";"count_per_1000";"match_definition"
"Africa";"Western Africa";"Sierra Leone";-1;2010;"";-1
"Americas";"Caribbean";"Bahamas";474;2010;"138,2";-1
"Americas";"Caribbean";"Barbados";-1;2010;"";-1
"Americas";"Caribbean";"Grenada";150;2010;"143,6";-1
"Americas";"Caribbean";"Jamaica";1.206;2010;"44,0";-1
"Americas";"Caribbean";"Saint Kitts and Nevis";62;2010;"118,3";-1
"Americas";"Caribbean";"Saint Vincent and the Grenadines";84;2010;"76,8";-1
"Americas";"Caribbean";"Trinidad and Tobago";-1;2010;"";-1
"Americas";"Central America";"Belize";130;2010;"41,7";-1
"Americas";"Central America";"El Salvador";2.231;2010;"36,0";-1
"Americas";"Central America";"Guatemala";-1;2010;"";-1
"Americas";"Central America";"Mexico";34.113;2010;"30,1";-1
"Americas";"Central America";"Nicaragua";3.626;2010;"62,6";-1
"Americas";"Central America";"Panama";1.008;2010;"28,7";-1
"Americas";"South America";"Argentina";-1;2010;"";1
"Americas";"South America";"Bolivia (Plurinational State of)";4.072;2010;"41,0";-1
"Americas";"South America";"Chile";-1;2010;"";1
"Americas";"South America";"Colombia";6.715;2010;"14,5";-1
"Americas";"South America";"Guyana";147;2010;"19,5";-1
"Americas";"North America";"Canada";26.666;2010;"78,4";0
"Asia";"Central Asia";"Kyrgyzstan";368;2010;"6,9";-1
"Asia";"Central Asia";"Tajikistan";-1;2010;"";-1
"Asia";"Eastern Asia";"Hong Kong Special Administrative Region of China";1.836;2010;"26,0";-1
"Asia";"Eastern Asia";"Japan";8.316;2010;"6,6";1
"Asia";"Eastern Asia";"Mongolia";362;2010;"13,1";1
"Asia";"Eastern Asia";"Republic of Korea";-1;2010;"";1
"Asia";"Southern Asia";"India";72.746;2010;"5,9";-1
"Asia";"Southern Asia";"Maldives";-1;2010;"";1
"Asia";"Western Asia";"Armenia";82;2010;"2,7";1
"Asia";"Western Asia";"Azerbaijan";204;2010;"2,2";1
"Asia";"Western Asia";"Bahrain";-1;2010;"";1
"Asia";"Western Asia";"Cyprus";-1;2010;"";-1
"Asia";"Western Asia";"Georgia";165;2010;"3,8";-1
"Asia";"Western Asia";"Israel";-1;2010;"";-1
"Asia";"Western Asia";"Kuwait";-1;2010;"";-1
"Asia";"Western Asia";"Oman";-1;2010;"";-1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2010;"";1
"Asia";"Western Asia";"Turkey";-1;2010;"";1
"Asia";"Western Asia";"Yemen";-1;2010;"";-1
"Europe";"Eastern Europe";"Belarus";-1;2010;"";1
"Europe";"Eastern Europe";"Bulgaria";696;2010;"9,3";1
"Europe";"Eastern Europe";"Czech Republic";-1;2010;"";1
"Europe";"Eastern Europe";"Hungary";764;2010;"7,7";1
"Europe";"Eastern Europe";"Poland";3.099;2010;"8,1";1
"Europe";"Eastern Europe";"Republic of Moldova";557;2010;"15,6";0
"Europe";"Eastern Europe";"Romania";-1;2010;"";1
"Europe";"Eastern Europe";"Russian Federation";15.77;2010;"11,0";1
"Europe";"Eastern Europe";"Ukraine";1.348;2010;"3,0";1
"Europe";"Northern Europe";"Estonia";-1;2010;"";1
"Europe";"Northern Europe";"Finland";2.417;2010;"45,1";1
"Europe";"Northern Europe";"Iceland";-1;2010;"";1
"Europe";"Northern Europe";"Ireland";2.372;2010;"53,1";-1
"Europe";"Northern Europe";"Latvia";231;2010;"10,3";1
"Europe";"Northern Europe";"Lithuania";514;2010;"15,5";1
"Europe";"Northern Europe";"Norway";2.448;2010;"50,1";0
"Europe";"Northern Europe";"Sweden";17.167;2010;"183,0";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";45.326;2010;"82,1";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1.632;2010;"90,7";1
"Europe";"Northern Europe";"United Kingdom (Scotland)";6.509;2010;"124,6";-1
"Europe";"Southern Europe";"Albania";79;2010;"2,5";1
"Europe";"Southern Europe";"Andorra";9;2010;"10,6";-1
"Europe";"Southern Europe";"Bosnia and Herzegovina";147;2010;"3,9";-1
"Europe";"Southern Europe";"Croatia";567;2010;"12,9";1
"Europe";"Southern Europe";"Greece";-1;2010;"";1
"Europe";"Southern Europe";"Italy";4.813;2010;"7,9";-1
"Europe";"Southern Europe";"Malta";91;2010;"21,8";-1
"Europe";"Southern Europe";"Montenegro";-1;2010;"";1
"Europe";"Southern Europe";"Portugal";2.206;2010;"20,7";1
"Europe";"Southern Europe";"Serbia";493;2010;"5,0";-1
"Europe";"Southern Europe";"Slovenia";375;2010;"18,5";1
"Europe";"Southern Europe";"Spain";9.958;2010;"21,6";1
"Europe";"Western Europe";"Austria";1.971;2010;"23,5";-1
"Europe";"Western Europe";"Belgium";6.491;2010;"60,6";1
"Europe";"Western Europe";"France";-1;2010;"";1
"Europe";"Western Europe";"Germany";46.869;2010;"56,9";0
"Europe";"Western Europe";"Liechtenstein";6;2010;"16,7";1
"Europe";"Western Europe";"Luxembourg";-1;2010;"";-1
"Europe";"Western Europe";"Netherlands";9.09;2010;"54,7";-1
"Europe";"Western Europe";"Switzerland";6.321;2010;"82,5";-1
"Oceania";"Australia and New Zealand";"Australia";6.378;2010;"28,6";-1
"Oceania";"Australia and New Zealand";"New Zealand";2.913;2010;"66,7";1
"Oceania";"Melanesia";"Solomon Islands";-1;2010;"";1
